Tweet;Sentimen;step01;tokens;step02;ProcessedText
Kalau tidak dimulai dari diri sendiri, mana mungkin.Yukkk...kita putus mata rantai penyemangat Covid-19 di Indonesia dimulai dari diri sendiri.;1.0;kalau tidak dimulai dari diri sendiri mana mungkin yuk elongated repeated kita putus mata rantai penyemangat covid number di indonesia dimulai dari diri sendiri;['yuk', 'elongated', 'repeated', 'putus', 'mata', 'rantai', 'penyemangat', 'covid', 'number', 'indonesia'];yuk elongated repeated putus mata rantai penyemangat covid number indonesia;yuk elongated repeated putus mata rantai semangat covid number indonesia
Sinergitas TNI-POLRI untuk mencegah penyebaran Virus Covid-19;1.0;sinergitas allcaps tni allcaps allcaps polri allcaps untuk mencegah penyebaran virus covid number;['sinergitas', 'allcaps', 'tni', 'allcaps', 'allcaps', 'polri', 'allcaps', 'mencegah', 'penyebaran', 'virus', 'covid', 'number'];sinergitas allcaps tni allcaps allcaps polri allcaps mencegah penyebaran virus covid number;sinergitas allcaps tni allcaps allcaps polri allcaps cegah sebar virus covid number
Kucing bukan penyebar COVID-19 kepada manusia - Jabatan Perkhidmatan Veterinar;1.0;kucing bukan penyebar allcaps covid allcaps number kepada manusia jabatan perkhidmatan veterinar;['kucing', 'penyebar', 'allcaps', 'covid', 'allcaps', 'number', 'manusia', 'jabatan', 'perkhidmatan', 'veterinar'];kucing penyebar allcaps covid allcaps number manusia jabatan perkhidmatan veterinar;kucing sebar allcaps covid allcaps number manusia jabat khidmat veterinar
Pemkab Wondama Perbanyak Pos Pemantauan Covid-19. OPM;1.0;pemkab wondama perbanyak pos pemantauan covid number allcaps opm allcaps;['pemkab', 'wondama', 'perbanyak', 'pos', 'pemantauan', 'covid', 'number', 'allcaps', 'opm', 'allcaps'];pemkab wondama perbanyak pos pemantauan covid number allcaps opm allcaps;pemkab wondama banyak pos pantau covid number allcaps opm allcaps
COVID-19: Pelajar UNIMAS berusia 23 tahun maut;-1.0;allcaps covid allcaps number pelajar allcaps unimas allcaps berusia number tahun maut;['allcaps', 'covid', 'allcaps', 'number', 'pelajar', 'allcaps', 'unimas', 'allcaps', 'berusia', 'number', 'maut'];allcaps covid allcaps number pelajar allcaps unimas allcaps berusia number maut;allcaps covid allcaps number ajar allcaps unimas allcaps usia number maut
"Murid2 mamaku dikasih tugas menggambar poster pencegahan covid-19 anak2nya malah pada nggambar virus segede gaban, dibawahnya dikasih tulisan ""Ya Allah lindungilah aku"" ";1.0;murid mamaku dikasih tugas menggambar poster pencegahan covid number anak nya malah pada nggambar virus segede gaban dibawahnya dikasih tulisan ya allah lindungilah aku;['murid', 'mamaku', 'dikasih', 'tugas', 'menggambar', 'poster', 'pencegahan', 'covid', 'number', 'anak', 'nya', 'nggambar', 'virus', 'segede', 'gaban', 'dibawahnya', 'dikasih', 'tulisan', 'ya', 'allah', 'lindungilah'];murid mamaku dikasih tugas menggambar poster pencegahan covid number anak nya nggambar virus segede gaban dibawahnya dikasih tulisan ya allah lindungilah;murid mama kasih tugas gambar poster cegah covid number anak nya nggambar virus gede gaban bawah kasih tulis ya allah lindung
Meluasnya pandemi Coronavirus disease 2019 (Covid-19) di Indonesia termasuk di Papua berdampak pada sejumlah sektor salah satunya perhotelan. OPM;0.0;meluasnya pandemi coronavirus disease number covid number di indonesia termasuk di papua berdampak pada sejumlah sektor salah satunya perhotelan allcaps opm allcaps;['meluasnya', 'pandemi', 'coronavirus', 'disease', 'number', 'covid', 'number', 'indonesia', 'papua', 'berdampak', 'sektor', 'salah', 'satunya', 'perhotelan', 'allcaps', 'opm', 'allcaps'];meluasnya pandemi coronavirus disease number covid number indonesia papua berdampak sektor salah satunya perhotelan allcaps opm allcaps;luas pandemi coronavirus disease number covid number indonesia papua dampak sektor salah satu hotel allcaps opm allcaps
Ada Gelombang Kedua Virus Corona, COVID-19 Telah Bermutasi?;-1.0;ada gelombang kedua virus corona allcaps covid allcaps number telah bermutasi;['gelombang', 'virus', 'corona', 'allcaps', 'covid', 'allcaps', 'number', 'bermutasi'];gelombang virus corona allcaps covid allcaps number bermutasi;gelombang virus corona allcaps covid allcaps number mutasi
Bantuan Masyarakat Terus Mengalir, Rekening Gugus Tugas Covid-19 Sudah Terisi Rp 193 Miliar;1.0;bantuan masyarakat terus mengalir rekening gugus tugas covid number sudah terisi rp number miliar;['bantuan', 'masyarakat', 'mengalir', 'rekening', 'gugus', 'tugas', 'covid', 'number', 'terisi', 'rp', 'number', 'miliar'];bantuan masyarakat mengalir rekening gugus tugas covid number terisi rp number miliar;bantu masyarakat alir rekening gugus tugas covid number isi rp number miliar
"Ada 15 cara mnyuruh Covid-19 sgera pergi Jangan lagi jauh dari Allah Sang Maha Pencipta. Bukankh Covid-19 telah mendidik kita, dlm suasana Covid-19 aktif menyebar, semua org ketakutan &amp; semua org baru mendekat berdzikir dan berdoa, memohon perlindungan Allah Sang Kholiq?.";1.0;ada number cara mnyuruh covid number sgera pergi jangan lagi jauh dari allah sang maha pencipta bukankh covid number telah mendidik kita dlm suasana covid number aktif menyebar semua org ketakutan semua org baru mendekat berdzikir dan berdoa memohon perlindungan allah sang kholiq repeated;['number', 'mnyuruh', 'covid', 'number', 'sgera', 'pergi', 'allah', 'sang', 'maha', 'pencipta', 'bukankh', 'covid', 'number', 'mendidik', 'dlm', 'suasana', 'covid', 'number', 'aktif', 'menyebar', 'org', 'ketakutan', 'org', 'mendekat', 'berdzikir', 'berdoa', 'memohon', 'perlindungan', 'allah', 'sang', 'kholiq', 'repeated'];number mnyuruh covid number sgera pergi allah sang maha pencipta bukankh covid number mendidik dlm suasana covid number aktif menyebar org ketakutan org mendekat berdzikir berdoa memohon perlindungan allah sang kholiq repeated;number mnyuruh covid number sgera pergi allah sang maha cipta bukankh covid number didik dlm suasana covid number aktif sebar org takut org dekat berdzikir doa mohon lindung allah sang kholiq repeated
Di malaysia kena covid temen temen lo yang pada ga punya kerjaan pada pulang ke indonesia ada 47 rb orang dan juga mereka ber resiko bawa tuh virus ga boleh pulang juga?;1.0;di malaysia kena covid temen temen lo yang pada ga punya kerjaan pada pulang ke indonesia ada number rb orang dan juga mereka ber resiko bawa tuh virus ga boleh pulang juga;['malaysia', 'kena', 'covid', 'temen', 'temen', 'lo', 'ga', 'kerjaan', 'pulang', 'indonesia', 'number', 'rb', 'orang', 'ber', 'resiko', 'bawa', 'tuh', 'virus', 'ga', 'pulang'];malaysia kena covid temen temen lo ga kerjaan pulang indonesia number rb orang ber resiko bawa tuh virus ga pulang;malaysia kena covid temen temen lo ga kerja pulang indonesia number rb orang ber resiko bawa tuh virus ga pulang
Skrinews - CEGAH PENYEBARAN VIRUS CORONA, WARTAWAN MEDIA SKRI JADI SATGAS RELAWAN COVID-19 DIDESANYA.;1.0;skrinews allcaps cegah penyebaran virus corona allcaps allcaps wartawan media skri jadi satgas relawan covid allcaps number allcaps didesanya allcaps;['skrinews', 'allcaps', 'cegah', 'penyebaran', 'virus', 'corona', 'allcaps', 'allcaps', 'wartawan', 'media', 'skri', 'satgas', 'relawan', 'covid', 'allcaps', 'number', 'allcaps', 'didesanya', 'allcaps'];skrinews allcaps cegah penyebaran virus corona allcaps allcaps wartawan media skri satgas relawan covid allcaps number allcaps didesanya allcaps;skrinews allcaps cegah sebar virus corona allcaps allcaps wartawan media skri satgas rawan covid allcaps number allcaps desa allcaps
Lebaran sebentar lagi. Gara2 covid 19 lebaran apa masih pada butuh aksesoris enggak ya?;0.0;lebaran sebentar lagi gara covid number lebaran apa masih pada butuh aksesoris enggak ya;['lebaran', 'sebentar', 'gara', 'covid', 'number', 'lebaran', 'butuh', 'aksesoris', 'ya'];lebaran sebentar gara covid number lebaran butuh aksesoris ya;lebaran sebentar gara covid number lebaran butuh aksesoris ya
Giat Bhabinkamtibmas bersama masyarakat melakukan penyemprotan Disinfektan untuk mencegah penyebaran Virus Covid-19;1.0;giat bhabinkamtibmas bersama masyarakat melakukan penyemprotan disinfektan untuk mencegah penyebaran virus covid number;['giat', 'bhabinkamtibmas', 'masyarakat', 'penyemprotan', 'disinfektan', 'mencegah', 'penyebaran', 'virus', 'covid', 'number'];giat bhabinkamtibmas masyarakat penyemprotan disinfektan mencegah penyebaran virus covid number;giat bhabinkamtibmas masyarakat semprot disinfektan cegah sebar virus covid number
Kasih Sayang Allah di Balik Musibah Covid-19 ;0.0;kasih sayang allah di balik musibah covid number;['kasih', 'sayang', 'allah', 'musibah', 'covid', 'number'];kasih sayang allah musibah covid number;kasih sayang allah musibah covid number
Anggota Polsek Koba Himbau para pemuda Tidak Kumpul-kumpul dan segera pulang kerumahnya masing-masing untuk mencegah penyebaran COVID-19.;1.0;anggota polsek koba himbau para pemuda tidak kumpul kumpul dan segera pulang kerumahnya masing masing untuk mencegah penyebaran allcaps covid allcaps number;['anggota', 'polsek', 'koba', 'himbau', 'pemuda', 'kumpul', 'kumpul', 'pulang', 'kerumahnya', 'mencegah', 'penyebaran', 'allcaps', 'covid', 'allcaps', 'number'];anggota polsek koba himbau pemuda kumpul kumpul pulang kerumahnya mencegah penyebaran allcaps covid allcaps number;anggota polsek koba himbau pemuda kumpul kumpul pulang rumah cegah sebar allcaps covid allcaps number
"met pagi NKRI...spy g trlalu heboh data kematian covid 19...jadikan perbandingan kematian seluruh prop d indon sblm wabah corona terjadi d indon....jk jumlahnya setara kematian sblm &amp; stlh corona...mk jumlah tsb angka kematian norma"" sj....";1.0;met pagi allcaps nkri allcaps repeated spy g trlalu heboh data kematian covid number repeated jadikan perbandingan kematian seluruh prop d indon sblm wabah corona terjadi d indon repeated jk jumlahnya setara kematian sblm stlh corona repeated mk jumlah tsb angka kematian norma sj repeated;['met', 'pagi', 'allcaps', 'nkri', 'allcaps', 'repeated', 'spy', 'g', 'trlalu', 'heboh', 'data', 'kematian', 'covid', 'number', 'repeated', 'jadikan', 'perbandingan', 'kematian', 'prop', 'd', 'indon', 'sblm', 'wabah', 'corona', 'd', 'indon', 'repeated', 'jk', 'setara', 'kematian', 'sblm', 'stlh', 'corona', 'repeated', 'mk', 'tsb', 'angka', 'kematian', 'norma', 'sj', 'repeated'];met pagi allcaps nkri allcaps repeated spy g trlalu heboh data kematian covid number repeated jadikan perbandingan kematian prop d indon sblm wabah corona d indon repeated jk setara kematian sblm stlh corona repeated mk tsb angka kematian norma sj repeated;met pagi allcaps nkri allcaps repeated spy g trlalu heboh data mati covid number repeated jadi banding mati prop d indon sblm wabah corona d indon repeated jk tara mati sblm stlh corona repeated mk tsb angka mati norma sj repeated
tido la tak nak harap apa apa dia dari azali takde hati macam tu cuba berharap covid takde je tu je;0.0;tido la tak nak harap apa apa dia dari azali takde hati macam tu cuba berharap covid takde je tu je;['tido', 'la', 'nak', 'harap', 'azali', 'takde', 'hati', 'tu', 'cuba', 'berharap', 'covid', 'takde', 'je', 'tu', 'je'];tido la nak harap azali takde hati tu cuba berharap covid takde je tu je;tido la nak harap azali takde hati tu cuba harap covid takde je tu je
Untuk mengetahui bagaimana mencegah penyakit wabak COVID-19, sila baca risalah ini;0.0;untuk mengetahui bagaimana mencegah penyakit wabak allcaps covid allcaps number sila baca risalah ini;['mencegah', 'penyakit', 'wabak', 'allcaps', 'covid', 'allcaps', 'number', 'sila', 'baca', 'risalah'];mencegah penyakit wabak allcaps covid allcaps number sila baca risalah;cegah sakit wabak allcaps covid allcaps number sila baca risalah
Iya sel. Aku liat dengerin Lukman Sardi bilang. Rumah Sakit penuh. Makanya disuruh pulang. Orang awam kan taunya diusir padahal triase. Artinya emang di JKT parah banget covid shg orang2 dg sakit parah lain mlh jd kena triase;0.0;iya sel aku liat dengerin lukman sardi bilang rumah sakit penuh makanya disuruh pulang orang awam kan taunya diusir padahal triase artinya emang di allcaps jkt allcaps parah banget covid shg orang dg sakit parah lain mlh jd kena triase;['iya', 'sel', 'liat', 'dengerin', 'lukman', 'sardi', 'bilang', 'rumah', 'sakit', 'penuh', 'disuruh', 'pulang', 'orang', 'awam', 'taunya', 'diusir', 'triase', 'emang', 'allcaps', 'jkt', 'allcaps', 'parah', 'banget', 'covid', 'shg', 'orang', 'dg', 'sakit', 'parah', 'mlh', 'jd', 'kena', 'triase'];iya sel liat dengerin lukman sardi bilang rumah sakit penuh disuruh pulang orang awam taunya diusir triase emang allcaps jkt allcaps parah banget covid shg orang dg sakit parah mlh jd kena triase;iya sel liat dengerin lukman sardi bilang rumah sakit penuh suruh pulang orang awam tau usir triase emang allcaps jkt allcaps parah banget covid shg orang dg sakit parah mlh jd kena triase
Kopi pagi ini cukup nikmat.Kabar baiknya pemerintah Aceh menyalurkan bantuan pokok utk Masyarakat terdampak Covid-19 dgn kriteria bukan penerima PKH & BPNT.Alhamdulillah ;1.0;kopi pagi ini cukup nikmat kabar baiknya pemerintah aceh menyalurkan bantuan pokok utk masyarakat terdampak covid number dgn kriteria bukan penerima allcaps pkh allcaps allcaps bpnt allcaps alhamdulillah;['kopi', 'pagi', 'nikmat', 'kabar', 'baiknya', 'pemerintah', 'aceh', 'menyalurkan', 'bantuan', 'pokok', 'utk', 'masyarakat', 'terdampak', 'covid', 'number', 'dgn', 'kriteria', 'penerima', 'allcaps', 'pkh', 'allcaps', 'allcaps', 'bpnt', 'allcaps', 'alhamdulillah'];kopi pagi nikmat kabar baiknya pemerintah aceh menyalurkan bantuan pokok utk masyarakat terdampak covid number dgn kriteria penerima allcaps pkh allcaps allcaps bpnt allcaps alhamdulillah;kopi pagi nikmat kabar baik perintah aceh salur bantu pokok utk masyarakat dampak covid number dgn kriteria terima allcaps pkh allcaps allcaps bpnt allcaps alhamdulillah
Hingga 9 April, Polri Tindak 18 Kasus Penyimpangan Produksi dan Distribusi APD COVID-19;1.0;hingga number april polri tindak number kasus penyimpangan produksi dan distribusi allcaps apd covid allcaps number;['number', 'april', 'polri', 'tindak', 'number', 'penyimpangan', 'produksi', 'distribusi', 'allcaps', 'apd', 'covid', 'allcaps', 'number'];number april polri tindak number penyimpangan produksi distribusi allcaps apd covid allcaps number;number april polri tindak number simpang produksi distribusi allcaps apd covid allcaps number
eh bacot lu lbih parah dari covid.. anjing sia ke bele... pantat korengan.. sok2 blgu;-1.0;eh bacot lu lbih parah dari covid repeated anjing sia ke bele repeated pantat korengan repeated sok blgu;['eh', 'bacot', 'lu', 'lbih', 'parah', 'covid', 'repeated', 'anjing', 'sia', 'bele', 'repeated', 'pantat', 'korengan', 'repeated', 'sok', 'blgu'];eh bacot lu lbih parah covid repeated anjing sia bele repeated pantat korengan repeated sok blgu;eh bacot lu lbih parah covid repeated anjing sia bele repeated pantat koreng repeated sok blgu
Lumpuhnya Peran Negara dalam Menangani Covid-19 - Tegakkan agar terwujud -;0.0;lumpuhnya peran negara dalam menangani covid number tegakkan agar terwujud;['lumpuhnya', 'peran', 'negara', 'menangani', 'covid', 'number', 'tegakkan', 'terwujud'];lumpuhnya peran negara menangani covid number tegakkan terwujud;lumpuh peran negara tangan covid number tegak wujud
"my liberty ends where your nose begins"" ... pas banget di era COVID-19 ... dicolek-colek hidungnya di masa normal aja nggak mau, apalagi di masa COVID-19";0.0;my liberty ends where your nose begins repeated pas banget di era allcaps covid allcaps number repeated dicolek colek hidungnya di masa normal aja nggak mau apalagi di masa allcaps covid allcaps number;['my', 'liberty', 'ends', 'where', 'your', 'nose', 'begins', 'repeated', 'pas', 'banget', 'era', 'allcaps', 'covid', 'allcaps', 'number', 'repeated', 'dicolek', 'colek', 'hidungnya', 'normal', 'aja', 'nggak', 'allcaps', 'covid', 'allcaps', 'number'];my liberty ends where your nose begins repeated pas banget era allcaps covid allcaps number repeated dicolek colek hidungnya normal aja nggak allcaps covid allcaps number;my liberty ends where your nose begins repeated pas banget era allcaps covid allcaps number repeated colek colek hidung normal aja nggak allcaps covid allcaps number
TERKEJUT!!..kami terkanjat je Warga Indonesia terkejut dgn tindakan pemerintah Malaysia menjaga rakyatnya dgn pemberian pelbagai insentif dsaat pelaksanaan PKP berikutan penularan wabak COVID-19.(Baca komen warga Indonesia di ruang komen Youtube);1.0;allcaps terkejut allcaps repeated kami terkanjat je warga indonesia terkejut dgn tindakan pemerintah malaysia menjaga rakyatnya dgn pemberian pelbagai insentif dsaat pelaksanaan allcaps pkp allcaps berikutan penularan wabak allcaps covid allcaps number baca komen warga indonesia di ruang komen youtube;['allcaps', 'terkejut', 'allcaps', 'repeated', 'terkanjat', 'je', 'warga', 'indonesia', 'terkejut', 'dgn', 'tindakan', 'pemerintah', 'malaysia', 'menjaga', 'rakyatnya', 'dgn', 'pemberian', 'pelbagai', 'insentif', 'dsaat', 'pelaksanaan', 'allcaps', 'pkp', 'allcaps', 'berikutan', 'penularan', 'wabak', 'allcaps', 'covid', 'allcaps', 'number', 'baca', 'komen', 'warga', 'indonesia', 'ruang', 'komen', 'youtube'];allcaps terkejut allcaps repeated terkanjat je warga indonesia terkejut dgn tindakan pemerintah malaysia menjaga rakyatnya dgn pemberian pelbagai insentif dsaat pelaksanaan allcaps pkp allcaps berikutan penularan wabak allcaps covid allcaps number baca komen warga indonesia ruang komen youtube;allcaps kejut allcaps repeated terkanjat je warga indonesia kejut dgn tindak perintah malaysia jaga rakyat dgn beri pelbagai insentif dsaat laksana allcaps pkp allcaps ikut tular wabak allcaps covid allcaps number baca komen warga indonesia ruang komen youtube
